,cluster,stock,company,company cap
64,0,KLAC,KLA Corporation,63.782449152
65,0,MNST,Monster Beverage,61.180203008
66,0,GD,General Dynamics,59.624185856
67,0,FCX,Freeport-McMoRan,57.173938176
68,0,FTNT,Fortinet,57.146564608
69,0,CMG,Chipotle Mexican Grill,56.0878592
70,0,ORLY,O'Reilly Auto Parts,55.948926976
71,0,HUM,Humana,55.681736704
72,0,MAR,Marriott International,53.499510784
73,0,NSC,Norfolk Southern Railway,51.023228928
74,0,PSA,Public Storage,50.615447552
75,0,CTAS,Cintas,49.972293632
76,0,EMR,Emerson Electric,49.954820096
77,0,APH,Amphenol,48.905453568
78,0,ROP,Roper Technologies,48.902279168
79,0,ANET,Arista Networks,48.64397312
80,0,GIS,General Mills,47.405338624
81,0,PH,Parker Hannifin,47.354052608
82,0,MSI,Motorola Solutions,47.00268544
83,0,KMB,Kimberly-Clark,46.450614272
84,0,RSG,Republic Services,46.091771904
85,0,AJG,Arthur J. Gallagher & Co.,45.801508864
86,0,KHC,Kraft Heinz,45.395607552
87,0,AZO,AutoZone,45.277978624
88,0,KDP,Keurig Dr Pepper,45.159600128
89,0,STZ,Constellation Brands,45.08622848
90,0,TDG,TransDigm Group,44.815450112
91,0,LVS,Las Vegas Sands,44.671639552
92,0,D,Dominion Energy,44.580732928
93,0,AEP,American Electric Power,43.721199616
94,0,BIIB,Biogen,43.057852416
95,0,PCG,PG&E Corporation,43.039248384
96,0,MET,MetLife,42.5030656
97,0,AFL,Aflac,41.951481856
98,0,AIG,American International Group,41.471049728
99,0,O,Realty Income,41.329098752
100,0,PCAR,Paccar,41.090387968
101,0,EXC,Exelon,40.986189824
102,0,PAYX,Paychex,40.950214656
103,0,TRV,Travelers Companies (The),40.825184256
104,0,WELL,Welltower,39.966265344
105,0,ON,ON Semiconductor,38.933352448
106,0,YUM,Yum! Brands,38.814457856
107,0,DOW,Dow Inc.,37.600866304
108,0,HLT,Hilton Worldwide,37.262127104
109,0,SYY,Sysco,37.25305856
110,0,LHX,L3Harris,37.051322368
111,0,ABC,AmerisourceBergen,36.99968
112,0,GWW,W. W. Grainger,36.743815168
113,0,ROST,Ross Stores,36.736339968
114,0,OTIS,Otis Worldwide,36.625850368
115,0,DG,Dollar General,36.042113024
116,0,CNC,Centene Corporation,36.032176128
117,0,AME,Ametek,35.933360128
118,0,A,Agilent Technologies,35.778895872
119,0,XEL,Xcel Energy,35.178754048
120,0,EA,Electronic Arts,35.087126528
121,0,NEM,Newmont,34.83305984
122,0,CSGP,CoStar Group,34.37447168
123,0,AMP,Ameriprise Financial,34.215675904
124,0,CMI,Cummins,33.3817344
125,0,KR,Kroger,33.133807616
126,0,VICI,Vici Properties,32.47712256
127,0,ED,Consolidated Edison,32.217823232
128,0,RMD,ResMed,32.18376704
129,0,PRU,Prudential Financial,31.765950464
130,0,PEG,Public Service Enterprise Group,31.205271552
131,0,HPQ,HP Inc.,30.564634624
132,0,GLW,Corning Inc.,30.4771584
133,0,ZBH,Zimmer Biomet,30.231894016
134,0,DLTR,Dollar Tree,30.02084352
135,0,LYB,LyondellBasell,30.00327168
136,0,DFS,Discover Financial,29.285052416
137,0,ALL,Allstate,29.221257216
138,0,WEC,WEC Energy Group,28.84022272
139,0,IT,Gartner,28.188266496
140,0,URI,United Rentals,27.704858624
141,0,DAL,Delta Air Lines,27.501774848
142,0,OKE,ONEOK,27.27177216
143,0,EIX,Edison International,26.8777472
144,0,ALB,Albemarle Corporation,26.772555776
145,0,ACGL,Arch Capital Group,26.50162176
146,0,GPN,Global Payments,26.3734272
147,0,FTV,Fortive,25.26211072
148,0,ES,Eversource,25.144530944
149,0,NDAQ,"Nasdaq, Inc.",25.136984064
150,0,WTW,Willis Towers Watson,25.007054848
151,0,MKC,McCormick & Company,24.847618048
152,0,MPWR,Monolithic Power Systems,24.546617344
153,0,CDW,CDW,24.012304384
154,0,TSCO,Tractor Supply,23.98772224
155,0,DTE,DTE Energy,23.521159168
156,0,CHD,Church & Dwight,23.488428032
157,0,K,Kellogg's,22.721429504
158,0,WY,Weyerhaeuser,22.701176832
159,0,HPE,Hewlett Packard Enterprise,22.692005888
160,0,GPC,Genuine Parts Company,22.689118208
161,0,HRL,Hormel Foods,22.544482304
162,0,FE,FirstEnergy,22.380740608
163,0,ULTA,Ulta Beauty,22.306635776
164,0,HIG,Hartford (The),22.299691008
165,0,AEE,Ameren,22.08016384
166,0,ETR,Entergy,21.56971008
167,0,RJF,Raymond James,21.210171392
168,0,MTB,M&T Bank,20.428550144
169,0,LUV,Southwest Airlines,20.381251584
170,0,ROL,"Rollins, Inc.",20.248619008
171,0,DRI,Darden Restaurants,20.075421696
172,0,HOLX,Hologic,20.02018304
173,0,FICO,Fair Isaac,19.993481216
174,0,PPL,PPL Corporation,19.893465088
175,0,PODD,Insulet,19.828455424
176,0,CLX,Clorox,19.352100864
177,0,PAYC,Paycom,19.288809472
178,0,TDY,Teledyne Technologies,19.1207424
179,0,HWM,Howmet Aerospace,19.003119616
180,0,OMC,Omnicom Group,18.98385408
181,0,BRO,Brown & Brown,18.791415808
182,0,WAB,Wabtec,18.641727488
183,0,VTR,Ventas,18.43439616
184,0,CNP,CenterPoint Energy,18.413426688
185,0,JBHT,J.B. Hunt,18.312527872
186,0,PFG,Principal Financial Group,18.154715136
187,0,FLT,Fleetcor,17.988227072
188,0,TSN,Tyson Foods,17.919238144
189,0,CMS,CMS Energy,17.715185664
190,0,UAL,United Airlines Holdings,17.546340352
191,0,RF,Regions Financial Corporation,17.002195968
192,0,PTC,PTC,16.942231552
193,0,ATO,Atmos Energy,16.904979456
194,0,IRM,Iron Mountain,16.552521728
195,0,CAG,Conagra Brands,16.52005888
196,0,FOXA,Fox Corporation (Class A),16.476097536
197,0,FOX,Fox Corporation (Class B),16.466719744
198,0,SJM,J.M. Smucker Company (The),16.325971968
199,0,MOH,Molina Healthcare,16.208565248
200,0,FDS,FactSet,16.129060864
201,0,WAT,Waters Corporation,15.891846144
202,0,CINF,Cincinnati Financial,15.862791168
203,0,IEX,IDEX Corporation,15.85214976
204,0,HBAN,Huntington Bancshares,15.764220928
205,0,SEDG,SolarEdge,15.5905792
206,0,DGX,Quest Diagnostics,15.524448256
207,0,IPG,Interpublic Group of Companies (The),15.456761856
208,0,RE,Everest Re,15.297345536
209,0,AMCR,Amcor,15.22940416
210,0,AXON,Axon Enterprise,14.951428096
211,0,J,Jacobs Solutions,14.786904064
212,0,BG,Bunge Limited,14.521972736
213,0,CBOE,Cboe Global Markets,14.501644288
214,0,SNA,Snap-on,14.496432128
215,0,LKQ,LKQ Corporation,14.495136768
216,0,TAP,Molson Coors Beverage Company,14.333845504
217,0,AES,AES Corporation,14.283630592
218,0,INCY,Incyte,14.105853952
219,0,AVY,Avery Dennison,13.876938752
220,0,CPB,Campbell Soup Company,13.83742976
221,0,EVRG,Evergy,13.62237952
222,0,NDSN,Nordson Corporation,13.51315968
223,0,LNT,Alliant Energy,13.50959104
224,0,TXT,Textron,13.439954944
225,0,FMC,FMC Corporation,13.361411072
226,0,L,Loews Corporation,13.347985408
227,0,HST,Host Hotels & Resorts,12.12665856
228,0,KIM,Kimco Realty,12.056899584
229,0,GEN,Gen Digital,11.937563648
230,0,JKHY,Jack Henry & Associates,11.918025728
231,0,PKG,Packaging Corporation of America,11.908822016
232,0,WYNN,Wynn Resorts,11.804266496
233,0,LDOS,Leidos,11.78350592
234,0,BWA,BorgWarner,11.390527488
235,0,NI,NiSource,11.30966528
236,0,IP,International Paper,11.098882048
237,0,CHRW,C.H. Robinson,11.017458688
238,0,AAL,American Airlines Group,10.759181312
239,0,REG,Regency Centers,10.500122624
240,0,JNPR,Juniper Networks,10.442092544
241,0,UHS,Universal Health Services,10.430240768
242,0,GL,Globe Life,10.320874496
243,0,HSIC,Henry Schein,10.220853248
244,0,TPR,"Tapestry, Inc.",10.05307904
245,0,PNW,Pinnacle West,9.42856192
246,1,MSFT,Microsoft,2545.391239168
247,1,GOOGL,Alphabet Inc. (Class A),1571.696934912
248,1,GOOG,Alphabet Inc. (Class C),1571.44317952
249,1,AMZN,Amazon,1287.577534464
250,1,NVDA,Nvidia,1054.492459008
251,1,TSLA,"Tesla, Inc.",825.781518336
252,1,META,Meta Platforms,720.127131648
253,1,JPM,JPMorgan Chase,418.6472448
254,1,AVGO,Broadcom Inc.,358.255951872
255,1,HD,Home Depot (The),301.996048384
256,1,BAC,Bank of America,232.619491328
257,1,ADBE,Adobe Inc.,227.139059712
258,1,CSCO,Cisco,212.1883648
259,1,CRM,Salesforce,206.254227456
260,1,ACN,Accenture,201.962061824
261,1,AMD,AMD,193.372045312
262,1,NFLX,Netflix,192.02392064
263,1,ABT,Abbott,184.676483072
264,1,NKE,"Nike, Inc.",174.5866752
265,1,CMCSA,Comcast,171.755798528
266,1,DIS,Disney,166.869024768
267,1,INTC,Intel,151.699275776
268,1,QCOM,Qualcomm,136.665522176
269,1,BA,Boeing,132.344659968
270,1,INTU,Intuit,127.435702272
271,1,LOW,Lowe's,127.204753408
272,1,SPGI,S&P Global,126.78336512
273,1,SBUX,Starbucks,116.783767552
274,1,AMAT,Applied Materials,116.666048512
275,1,GE,General Electric,115.885858816
276,1,ISRG,Intuitive Surgical,115.407085568
277,1,NOW,ServiceNow,115.210887168
278,1,PLD,Prologis,113.244635136
279,1,BLK,BlackRock,105.25044736
280,1,BKNG,Booking Holdings,97.5415296
281,1,C,Citigroup,93.813874688
282,1,AMT,American Tower,91.200512
283,1,LRCX,Lam Research,82.303401984
284,1,ZTS,Zoetis,78.90100224
285,1,PYPL,PayPal,74.116612096
286,1,MU,Micron Technology,74.046431232
287,1,EL,Estée Lauder Companies (The),72.89438208
288,1,EQIX,Equinix,72.818171904
289,1,SHW,Sherwin-Williams,63.928352768
290,1,MCO,Moody's Corporation,62.729478144
291,1,ICE,Intercontinental Exchange,62.525947904
292,1,TGT,Target Corporation,61.761343488
293,1,FDX,FedEx,58.680639488
294,1,F,Ford Motor Company,57.691103232
295,1,MMM,3M,57.671790592
296,1,EW,Edwards Lifesciences,55.735681024
297,1,GM,General Motors,52.76895232
298,1,ECL,Ecolab,51.830607872
299,1,NXPI,NXP Semiconductors,51.3901568
300,1,CHTR,Charter Communications,51.382214656
301,1,PNC,PNC Financial Services,51.347144704
302,1,USB,U.S. Bank,51.276177408
303,1,DXCM,Dexcom,50.43144704
304,1,CCI,Crown Castle,49.70303488
305,1,MRNA,Moderna,49.073033216
306,1,MCHP,Microchip Technology,46.624878592
307,1,ADSK,Autodesk,45.630500864
308,1,JCI,Johnson Controls,44.918902784
309,1,TEL,TE Connectivity,42.745348096
310,1,TT,Trane Technologies,42.659405824
311,1,TFC,Truist,42.488246272
312,1,SPG,Simon Property Group,42.214703104
313,1,COF,Capital One,42.02539008
314,1,CPRT,Copart,41.6709632
315,1,IDXX,Idexx Laboratories,40.093855744
316,1,IQV,IQVIA,40.082292736
317,1,DHI,D.R. Horton,39.70066432
318,1,CARR,Carrier Global,39.137206272
319,1,MSCI,MSCI,38.248689664
320,1,ROK,Rockwell Automation,36.277522432
321,1,ODFL,Old Dominion,35.687337984
322,1,BK,BNY Mellon,35.23483648
323,1,LEN,Lennar,34.164051968
324,1,PPG,PPG Industries,33.683320832
325,1,CTSH,Cognizant,33.026603008
326,1,ILMN,Illumina,32.548046848
327,1,VRSK,Verisk,32.50847744
328,1,FIS,FIS,32.453697536
329,1,FAST,Fastenal,32.309557248
330,1,DD,DuPont,31.860371456
331,1,DLR,Digital Realty,31.323549696
332,1,WBD,Warner Bros. Discovery,31.182209024
333,1,KEYS,Keysight,29.405749248
334,1,MTD,Mettler Toledo,29.110042624
335,1,AWK,American Water Works,28.99806208
336,1,ANSS,Ansys,28.97693696
337,1,WBA,Walgreens Boots Alliance,28.1875456
338,1,EFX,Equifax,28.179912704
339,1,VMC,Vulcan Materials Company,27.5844608
340,1,APTV,Aptiv,27.440128
341,1,AVB,AvalonBay Communities,27.327709184
342,1,XYL,Xylem Inc.,27.157082112
343,1,WST,West Pharmaceutical Services,26.87879168
344,1,MLM,Martin Marietta Materials,26.432172032
345,1,IR,Ingersoll Rand,26.099564544
346,1,TROW,T. Rowe Price,25.641631744
347,1,EQR,Equity Residential,25.280540672
348,1,ALGN,Align Technology,25.27280128
349,1,SBAC,SBA Communications,24.979724288
350,1,STT,State Street Corporation,24.658286592
351,1,RCL,Royal Caribbean Group,24.371736576
352,1,CBRE,CBRE Group,24.185837568
353,1,EBAY,eBay,24.095250432
354,1,UDR,"UDR, Inc.",23.869016064
355,1,TTWO,Take-Two Interactive,23.476465664
356,1,VRSN,Verisign,23.285233664
357,1,BAX,Baxter International,22.945355776
358,1,INVH,Invitation Homes,21.137321984
359,1,STE,Steris,21.072840704
360,1,LH,LabCorp,20.756322304
361,1,LYV,Live Nation Entertainment,20.731570176
362,1,EXR,Extra Space Storage,20.668112896
363,1,DOV,Dover Corporation,20.660189184
364,1,CCL,Carnival,20.584556544
365,1,IFF,International Flavors & Fragrances,20.496562176
366,1,GRMN,Garmin,20.276740096
367,1,ARE,Alexandria Real Estate Equities,19.974465536
368,1,NVR,"NVR, Inc.",19.450464256
369,1,BR,Broadridge Financial Solutions,18.971344896
370,1,MAA,Mid-America Apartment Communities,18.607624192
371,1,BALL,Ball Corporation,18.37903872
372,1,COO,CooperCompanies,18.189697024
373,1,EXPD,Expeditors International,18.156273664
374,1,FITB,Fifth Third Bank,18.066204672
375,1,BBY,Best Buy,17.411055616
376,1,SWKS,Skyworks Solutions,17.389277184
377,1,TER,Teradyne,17.21863168
378,1,TYL,Tyler Technologies,16.5101824
379,1,PHM,PulteGroup,16.409196544
380,1,NTAP,NetApp,15.908114432
381,1,ESS,Essex Property Trust,15.741556736
382,1,EXPE,Expedia Group,15.681993728
383,1,NTRS,Northern Trust,15.565231104
384,1,MGM,MGM Resorts,15.512389632
385,1,RVTY,Revvity,14.960094208
386,1,ZBRA,Zebra Technologies,14.523916288
387,1,SYF,Synchrony Financial,14.099986432
388,1,POOL,Pool Corporation,13.97372416
389,1,AKAM,Akamai,13.926482944
390,1,SWK,Stanley Black & Decker,13.920699392
391,1,BEN,Franklin Templeton,13.5082752
392,1,STX,Seagate Technology,13.315373056
393,1,CFG,Citizens Financial Group,13.19351296
394,1,TRMB,Trimble Inc.,13.048834048
395,1,WDC,Western Digital,12.94785024
396,1,EPAM,EPAM Systems,12.710836224
397,1,KMX,CarMax,12.588944384
398,1,MAS,Masco,12.492439552
399,1,CE,Celanese,12.401831936
400,1,TECH,Bio-Techne,12.357229568
401,1,VTRS,Viatris,12.338019328
402,1,CPT,Camden Property Trust,12.075849728
403,1,TFX,Teleflex,11.85565696
404,1,MTCH,Match Group,11.76497664
405,1,DPZ,Domino's,11.71169792
406,1,ETSY,Etsy,11.66909952
407,1,PEAK,Healthpeak,11.306406912
408,1,NWSA,News Corp (Class A),11.245568
409,1,NWS,News Corp (Class B),11.243469824
410,1,BIO,Bio-Rad,10.901788672
411,1,CRL,Charles River Laboratories,10.747897856
412,1,PARA,Paramount Global,10.70748672
413,1,AOS,A. O. Smith,10.681381888
414,1,CZR,Caesars Entertainment,10.510563328
415,1,MKTX,MarketAxess,10.44007424
416,1,ALLE,Allegion,10.415527936
417,1,CDAY,Ceridian,10.399479808
418,1,QRVO,Qorvo,10.132308992
419,1,PNR,Pentair,10.030609408
420,1,EMN,Eastman Chemical Company,9.850295296
421,1,KEY,KeyCorp,9.287172096
422,1,FFIV,"F5, Inc.",9.189925888
423,1,BBWI,"Bath & Body Works, Inc.",8.916122624
424,1,DVA,DaVita Inc.,8.85413376
425,2,XOM,ExxonMobil,425.03847936
426,2,LLY,Eli Lilly and Company,424.999026688
427,2,CVX,Chevron Corporation,297.95106816
428,2,MRK,Merck & Co.,277.392949248
429,2,TMUS,T-Mobile US,157.10158848
430,2,BMY,Bristol Myers Squibb,138.992254976
431,2,COP,ConocoPhillips,126.95949312
432,2,LMT,Lockheed Martin,116.28617728
433,2,VRTX,Vertex Pharmaceuticals,89.599770624
434,2,CI,Cigna,79.539265536
435,2,PGR,Progressive Corporation,76.096151552
436,2,NOC,Northrop Grumman,69.604573184
437,2,SLB,Schlumberger,68.10226688
438,2,EOG,EOG Resources,66.32886272
439,2,ATVI,Activision Blizzard,64.441450496
440,2,MCK,McKesson,55.045378048
441,2,HSY,Hershey's,53.290909696
442,2,OXY,Occidental Petroleum,51.854974976
443,2,MPC,Marathon Petroleum,48.714698752
444,2,PXD,Pioneer Natural Resources,48.336605184
445,2,SRE,Sempra Energy,46.631571456
446,2,PSX,Phillips 66,44.569268224
447,2,HES,Hess Corporation,41.623969792
448,2,VLO,Valero Energy,41.288855552
449,2,ADM,ADM,41.10905344
450,2,CTVA,Corteva,40.683261952
451,2,KMI,Kinder Morgan,38.30626304
452,2,NUE,Nucor,38.037676032
453,2,WMB,Williams Companies,37.191340032
454,2,DVN,Devon Energy,31.956658176
455,2,BKR,Baker Hughes,31.16183552
456,2,HAL,Halliburton,29.393514496
457,2,PWR,Quanta Services,26.99547648
458,2,ENPH,Enphase,24.915970048
459,2,FANG,Diamondback Energy,23.31404288
460,2,CAH,Cardinal Health,23.232249856
461,2,FSLR,First Solar,20.189046784
462,2,CTRA,Coterra,19.095390208
463,2,STLD,Steel Dynamics,17.33105664
464,2,LW,Lamb Weston,16.659794944
465,2,TRGP,Targa Resources,16.22590464
466,2,WRB,Berkley,15.458742272
467,2,MRO,Marathon Oil,14.513693696
468,2,EQT,EQT,14.33552896
469,2,CF,CF Industries,13.897649152
470,2,MOS,Mosaic Company (The),11.896143872
471,2,APA,APA Corporation,10.609634304
472,2,HII,Huntington Ingalls Industries,8.82302464
