,cluster,stock,company,company cap
237,2,ABBV,AbbVie,244.601176064
238,2,COST,Costco,232.05445632
239,2,PFE,Pfizer,226.151120896
240,2,MCD,McDonald's,214.428614656
241,2,TMO,Thermo Fisher Scientific,207.247884288
242,2,LIN,Linde plc,183.740858368
243,2,DHR,Danaher Corporation,178.423988224
244,2,TXN,Texas Instruments,160.436912128
245,2,WFC,Wells Fargo,158.268637184
246,2,UPS,United Parcel Service,153.379864576
247,2,VZ,Verizon,153.277464576
248,2,NEE,NextEra Energy,152.950308864
249,2,PM,Philip Morris International,147.288244224
250,2,MS,Morgan Stanley,147.119980544
251,2,RTX,Raytheon Technologies,142.811824128
252,2,HON,Honeywell,135.11245824
253,2,AXP,American Express,127.993544704
254,2,CAT,Caterpillar Inc.,126.64418304
255,2,IBM,IBM,124.838019072
256,2,UNP,Union Pacific Corporation,124.786270208
257,2,AMGN,Amgen,122.71353856
258,2,DE,John Deere,119.513858048
259,2,MDT,Medtronic,118.641713152
260,2,T,AT&T,114.812936192
261,2,GS,Goldman Sachs,112.470482944
262,2,SYK,Stryker Corporation,111.737618432
263,2,ELV,Elevance Health,105.065586688
264,2,MDLZ,Mondelez International,100.191305728
265,2,SCHW,Charles Schwab Corporation,99.010174976
266,2,GILD,Gilead Sciences,98.366021632
267,2,ADI,Analog Devices,94.447091712
268,2,TJX,TJX Companies,93.387251712
269,2,ADP,ADP,91.43238656
270,2,MMC,Marsh McLennan,89.618702336
271,2,CVS,CVS Health,86.819069952
272,2,REGN,Regeneron,85.908414464
273,2,CB,Chubb Limited,80.73908224
274,2,HCA,HCA Healthcare,79.797813248
275,2,MO,Altria,78.66671104
276,2,SO,Southern Company,78.247108608
277,2,BSX,Boston Scientific,78.095859712
278,2,ETN,Eaton Corporation,76.236234752
279,2,ITW,Illinois Tool Works,75.364909056
280,2,FI,Fiserv,74.052509696
281,2,BDX,Becton Dickinson,73.454804992
282,2,DUK,Duke Energy,71.038705664
283,2,CSX,CSX,67.517587456
284,2,AON,Aon,67.2745472
285,2,WM,Waste Management,67.137007616
286,2,SNPS,Synopsys,67.131469824
287,2,CME,CME Group,66.227683328
288,2,APD,Air Products and Chemicals,65.11980544
289,2,CL,Colgate-Palmolive,64.52379648
290,2,CDNS,Cadence Design Systems,64.309792768
291,2,KLAC,KLA Corporation,63.782449152
292,2,MNST,Monster Beverage,61.180203008
293,2,GD,General Dynamics,59.624185856
294,2,FCX,Freeport-McMoRan,57.173938176
295,2,FTNT,Fortinet,57.146564608
296,2,CMG,Chipotle Mexican Grill,56.0878592
297,2,ORLY,O'Reilly Auto Parts,55.948926976
298,2,HUM,Humana,55.681736704
299,2,MAR,Marriott International,53.499510784
300,2,NSC,Norfolk Southern Railway,51.023228928
301,2,PSA,Public Storage,50.615447552
302,2,CTAS,Cintas,49.972293632
303,2,EMR,Emerson Electric,49.954820096
304,2,APH,Amphenol,48.905453568
305,2,ROP,Roper Technologies,48.902279168
306,2,ANET,Arista Networks,48.64397312
307,2,GIS,General Mills,47.405338624
308,2,PH,Parker Hannifin,47.354052608
309,2,MSI,Motorola Solutions,47.00268544
310,2,KMB,Kimberly-Clark,46.450614272
311,2,RSG,Republic Services,46.091771904
312,2,AJG,Arthur J. Gallagher & Co.,45.801508864
313,2,KHC,Kraft Heinz,45.395607552
314,2,AZO,AutoZone,45.277978624
315,2,KDP,Keurig Dr Pepper,45.159600128
316,2,STZ,Constellation Brands,45.08622848
317,2,TDG,TransDigm Group,44.815450112
318,2,LVS,Las Vegas Sands,44.671639552
319,2,D,Dominion Energy,44.580732928
320,2,AEP,American Electric Power,43.721199616
321,2,BIIB,Biogen,43.057852416
322,2,PCG,PG&E Corporation,43.039248384
323,2,MET,MetLife,42.5030656
324,2,AFL,Aflac,41.951481856
325,2,AIG,American International Group,41.471049728
326,2,O,Realty Income,41.329098752
327,2,PCAR,Paccar,41.090387968
328,2,EXC,Exelon,40.986189824
329,2,PAYX,Paychex,40.950214656
330,2,TRV,Travelers Companies (The),40.825184256
331,2,WELL,Welltower,39.966265344
332,2,ON,ON Semiconductor,38.933352448
333,2,YUM,Yum! Brands,38.814457856
334,2,DOW,Dow Inc.,37.600866304
335,2,HLT,Hilton Worldwide,37.262127104
336,2,SYY,Sysco,37.25305856
337,2,LHX,L3Harris,37.051322368
338,2,ABC,AmerisourceBergen,36.99968
339,2,GWW,W. W. Grainger,36.743815168
340,2,ROST,Ross Stores,36.736339968
341,2,OTIS,Otis Worldwide,36.625850368
342,2,DG,Dollar General,36.042113024
343,2,CNC,Centene Corporation,36.032176128
344,2,AME,Ametek,35.933360128
345,2,A,Agilent Technologies,35.778895872
346,2,XEL,Xcel Energy,35.178754048
347,2,EA,Electronic Arts,35.087126528
348,2,NEM,Newmont,34.83305984
349,2,CSGP,CoStar Group,34.37447168
350,2,AMP,Ameriprise Financial,34.215675904
351,2,CMI,Cummins,33.3817344
352,2,KR,Kroger,33.133807616
353,2,VICI,Vici Properties,32.47712256
354,2,ED,Consolidated Edison,32.217823232
355,2,RMD,ResMed,32.18376704
356,2,PRU,Prudential Financial,31.765950464
357,2,PEG,Public Service Enterprise Group,31.205271552
358,2,HPQ,HP Inc.,30.564634624
359,2,GLW,Corning Inc.,30.4771584
360,2,ZBH,Zimmer Biomet,30.231894016
361,2,DLTR,Dollar Tree,30.02084352
362,2,LYB,LyondellBasell,30.00327168
363,2,DFS,Discover Financial,29.285052416
364,2,ALL,Allstate,29.221257216
365,2,WEC,WEC Energy Group,28.84022272
366,2,IT,Gartner,28.188266496
367,2,URI,United Rentals,27.704858624
368,2,DAL,Delta Air Lines,27.501774848
369,2,OKE,ONEOK,27.27177216
370,2,EIX,Edison International,26.8777472
371,2,ALB,Albemarle Corporation,26.772555776
372,2,ACGL,Arch Capital Group,26.50162176
373,2,GPN,Global Payments,26.3734272
374,2,FTV,Fortive,25.26211072
375,2,ES,Eversource,25.144530944
376,2,NDAQ,"Nasdaq, Inc.",25.136984064
377,2,WTW,Willis Towers Watson,25.007054848
378,2,MKC,McCormick & Company,24.847618048
379,2,MPWR,Monolithic Power Systems,24.546617344
380,2,CDW,CDW,24.012304384
381,2,TSCO,Tractor Supply,23.98772224
382,2,DTE,DTE Energy,23.521159168
383,2,CHD,Church & Dwight,23.488428032
384,2,K,Kellogg's,22.721429504
385,2,WY,Weyerhaeuser,22.701176832
386,2,HPE,Hewlett Packard Enterprise,22.692005888
387,2,GPC,Genuine Parts Company,22.689118208
388,2,HRL,Hormel Foods,22.544482304
389,2,FE,FirstEnergy,22.380740608
390,2,ULTA,Ulta Beauty,22.306635776
391,2,HIG,Hartford (The),22.299691008
392,2,AEE,Ameren,22.08016384
393,2,ETR,Entergy,21.56971008
394,2,RJF,Raymond James,21.210171392
395,2,MTB,M&T Bank,20.428550144
396,2,LUV,Southwest Airlines,20.381251584
397,2,ROL,"Rollins, Inc.",20.248619008
398,2,DRI,Darden Restaurants,20.075421696
399,2,HOLX,Hologic,20.02018304
400,2,FICO,Fair Isaac,19.993481216
401,2,PPL,PPL Corporation,19.893465088
402,2,PODD,Insulet,19.828455424
403,2,CLX,Clorox,19.352100864
404,2,PAYC,Paycom,19.288809472
405,2,TDY,Teledyne Technologies,19.1207424
406,2,HWM,Howmet Aerospace,19.003119616
407,2,OMC,Omnicom Group,18.98385408
408,2,BRO,Brown & Brown,18.791415808
409,2,WAB,Wabtec,18.641727488
410,2,VTR,Ventas,18.43439616
411,2,CNP,CenterPoint Energy,18.413426688
412,2,JBHT,J.B. Hunt,18.312527872
413,2,PFG,Principal Financial Group,18.154715136
414,2,FLT,Fleetcor,17.988227072
415,2,TSN,Tyson Foods,17.919238144
416,2,CMS,CMS Energy,17.715185664
417,2,UAL,United Airlines Holdings,17.546340352
418,2,RF,Regions Financial Corporation,17.002195968
419,2,PTC,PTC,16.942231552
420,2,ATO,Atmos Energy,16.904979456
421,2,IRM,Iron Mountain,16.552521728
422,2,CAG,Conagra Brands,16.52005888
423,2,FOXA,Fox Corporation (Class A),16.476097536
424,2,FOX,Fox Corporation (Class B),16.466719744
425,2,SJM,J.M. Smucker Company (The),16.325971968
426,2,MOH,Molina Healthcare,16.208565248
427,2,FDS,FactSet,16.129060864
428,2,WAT,Waters Corporation,15.891846144
429,2,CINF,Cincinnati Financial,15.862791168
430,2,IEX,IDEX Corporation,15.85214976
431,2,HBAN,Huntington Bancshares,15.764220928
432,2,SEDG,SolarEdge,15.5905792
433,2,DGX,Quest Diagnostics,15.524448256
434,2,IPG,Interpublic Group of Companies (The),15.456761856
435,2,RE,Everest Re,15.297345536
436,2,AMCR,Amcor,15.22940416
437,2,AXON,Axon Enterprise,14.951428096
438,2,J,Jacobs Solutions,14.786904064
439,2,BG,Bunge Limited,14.521972736
440,2,CBOE,Cboe Global Markets,14.501644288
441,2,SNA,Snap-on,14.496432128
442,2,LKQ,LKQ Corporation,14.495136768
443,2,TAP,Molson Coors Beverage Company,14.333845504
444,2,AES,AES Corporation,14.283630592
445,2,INCY,Incyte,14.105853952
446,2,AVY,Avery Dennison,13.876938752
447,2,CPB,Campbell Soup Company,13.83742976
448,2,EVRG,Evergy,13.62237952
449,2,NDSN,Nordson Corporation,13.51315968
450,2,LNT,Alliant Energy,13.50959104
451,2,TXT,Textron,13.439954944
452,2,FMC,FMC Corporation,13.361411072
453,2,L,Loews Corporation,13.347985408
454,2,HST,Host Hotels & Resorts,12.12665856
455,2,KIM,Kimco Realty,12.056899584
456,2,GEN,Gen Digital,11.937563648
457,2,JKHY,Jack Henry & Associates,11.918025728
458,2,PKG,Packaging Corporation of America,11.908822016
459,2,WYNN,Wynn Resorts,11.804266496
460,2,LDOS,Leidos,11.78350592
461,2,BWA,BorgWarner,11.390527488
462,2,NI,NiSource,11.30966528
463,2,IP,International Paper,11.098882048
464,2,CHRW,C.H. Robinson,11.017458688
465,2,AAL,American Airlines Group,10.759181312
466,2,REG,Regency Centers,10.500122624
467,2,JNPR,Juniper Networks,10.442092544
468,2,UHS,Universal Health Services,10.430240768
469,2,GL,Globe Life,10.320874496
470,2,HSIC,Henry Schein,10.220853248
471,2,TPR,"Tapestry, Inc.",10.05307904
472,2,PNW,Pinnacle West,9.42856192
